INCL,LNG,MS,MS_subtype,r_overview,item,gloss,function_classes,clacomb_sem,notes,cxn_related,piv_sens,pro_null,mainCla_pro,cpxPreds,locii,source,examples
sample,YWA,int_disc_misc,timeAdverbial,barra 'now/then',barra,now/then,t_result_purp,,,,,,,,,"KirtonCharlie1996_190-192_203-206, BradleyKirton1992_136","""9.24"":""9.31"""
sample,YWA,int_disc_misc,phoric,ngan+DEMLOC 'like',ngan+DEMLOC,like,"complement, compar_manner",,,,,,,,,KirtonCharlie1996_196,"""9.45"""
sample,YWA,int_disc_misc,quantificational,mili 'more',mili,more,t_result_purp,,,,,,,,,KirtonCharlie1996_201-205,"""9.67"""
sample,YWA,int_disc_misc,mood,nungka 'maybe',nungka,maybe,disjunct,,mod-epist,,,,,,,KirtonCharlie1996_202,"""9.69"""
sample,YWA,int_disc_misc,"mood, attitude",[V]:nma 'DUB',:nma,DUB,appreh,,,,,,,,,KirtonCharlie1996_202,"""9.70"""
sample,YWA,cjxPbo,"external, converb, post-infl",['think'_V:PTCP]-wu 'DAT',-wu,DAT,complement,,,"^PRO, 'think'_",,,,,,KirtonCharlie1996_205,"""9.76a"":""9.76c"""
sample,YWA,cjxCla,left-edge,ngala 'then/but',ngala,then/but,"t_result_purp, concess",,,,,,,,,KirtonCharlie1996_208-209,"""5.14"", ""8.73"", ""8.704"":""8.709"""
sample,YWA,cjxCla,left-edge,namba-lu 'until',namba-lu,until,t_result_purp,bound,< there.INDEF-to,,,,,,,KirtonCharlie1996_47-48,"""6-3"""
sample,DUU,int_disc_misc,timeAdverbial,"guwe 'then, later, again'",guwe,"then, later, again",t_result_purp,,,,,,,,,KiteWurm2004_101_112,"""4"", ""291"", ""408"":""411"", ""491"":""496"""
sample,DUU,cjxCla,left-edge,nga 'and',nga,and,addit,,NP coord,,,,,,,KiteWurm2004_101-102,"""412"", ""413"""
sample,DUU,pivCase,external,[V:INFL]-CCASE_[X-CASE],-CCASE,CCASE,reference,,,,"pivot case: ERG, ACC",,,,,KiteWurm2004_103-104,"""425"":""431"""
sample,DUU,cjxCla,left-edge,(demonstratives),(demonstratives),(demonstratives),reference,,,,,,,,,KiteWurm2004_103-104,"""425"", ""427"", ""T7-21"""
sample,DUU,cjxCla,left-edge,wanja 'INTERR',wanja,INTERR,"t_simult_circ, cond",ref-loc,,,,,,,,KiteWurm2004_104-105,"""432"":""436"""
sample,DUU,int_disc_misc,infoStructure,gari-ngira 'DEM-TIME',gari-ngira,DEM-TIME,t_result_purp,,,,,,,,,KiteWurm2004_105,"""440"""
sample,DUU,cjxCla,left-edge,wanja guwe 'INTERR then',wanja guwe,INTERR then,"t_simult_circ, t_result_purp","temp-future, bound","INTERR + then ""what now"" in questions",,,,,,,KiteWurm2004_105,"""254"", ""255"", ""437"", ""T6(1)-21"", ""T6(2)-30"", ""T7-15"", ""T8-49"", ""T15-71"", ""T18-22"""
sample,DUU,cjxPbo,"external, nmz",[V:PFV/PST]-wa 'NMLSR',-wa {2,NMLSR,"reference, t_prior_cause",,,,,,,,,KiteWurm2004_43-44,"""118:"":""120"""
sample,DUU,cjxPbo,"external, nmz",[V:INFL]-nda/-nde 'NMLSR',-nda/-nde,NMLSR,reference,,,,,,,,,KiteWurm2004_44,"""121"":""122"""
sample,DUU,indepCla,,V:0 'GENRL',-0,GENRL,t_simult_circ,,"imperative, hortative",,,,,no,,KiteWurm2004_70_81-82,
sample,DUU,cjxPbo,external,[V:FUT]-wa 'PURP',-wa {1,PURP,t_result_purp,,,,,,,,,KiteWurm2004_83-84,"""296"":""298"""
sample,DUU,cjxPbo,external,[V:INFL]-nda 'SIMULT',-nda,SIMULT,t_simult_circ,,,,,,,,,KiteWurm2004_84,"""299"":""301"", ""438"", ""439"""
sample,MRW,int_disc_misc,discoStructure,[X]-a 'optional suffix',-a,optional suffix,contr_advers,,,,,,,,,Kofod1978_130-133,
sample,MRW,int_disc_misc,,djerrawuma 'otherwise',djerrawuma,otherwise,appreh,,,,,,,,,Kofod1978_135,
sample,MRW,cjxPbo,external,[V:INFL-SUB]-binj 'LOC>in.that.way',-binj,LOC>in.that.way,"t_simult_circ, compar_manner",,,,,,,,,Kofod1978_136,"[K1978_136]""5""_""6"""
sample,MRW,nfin,sV-RECO,(inflecting verb omission),(inflecting verb omission),(inflecting verb omission),"complement, t_simult_circ, t_result_purp",,,,"O=S', SS",yes,,,,Kofod1978_230-231,
sample,MRW,int_disc_misc,discoStructure,[X]-ra 'SEQ',-ra,SEQ,t_result_purp,,,,SS,,,,,Kofod1978_232-233,
sample,MRW,cjxPbo,"external, sV-CVBZ",[sV]-gering 'PURP',-gering,PURP,t_result_purp,,,,SS,yes,,,,Kofod1978_233-234,
sample,MRW,cjxPbo,external,[V:INFL]-gering 'PURP',-gering,PURP,t_result_purp,,,,SS,,,,,Kofod1978_233-234,
sample,MRW,cjxPbo,external,[V:INFL]-nging 'SUB',-nging,SUB,"t_prior_cause, t_simult_circ",,,,,,,,,Kofod1978_233-235,
sample,MRW,cjxPbo,"external, sV-CVBZ",[sV]-nging 'SUB',-nging,SUB,"t_prior_cause, t_simult_circ",,,,,yes,,,,Kofod1978_235,
sample,MRW,cjxPbo,"external, sV-CVBZ",[sV]-bandjilng 'ELLAT',-bandjilng,ELLAT,t_prior_cause,,,,SS,yes,,,,Kofod1978_236,
sample,MRW,cjxPbo,external,[V:INFL]-bandjilng 'ELLAT',-bandjilng,ELLAT,t_prior_cause,,,,SS,,,,,Kofod1978_236,
sample,MRW,int_disc_misc,mood,wandja 'maybe',wandja,maybe,cond,,epistemic,,,,,,,Kofod1978_77,
sample,MRW,int_disc_misc,mood,waning 'maybe/must be',waning,maybe/must be,cond,,epistemic,,,,,,,Kofod1978_77,
sample,MRW,cjxPbo,external,[V:FUT]-nging 'SUB',-nging,SUB,cond,,,,,,,,,Kofod1978_77_79_232_233-235,"[K1978_77]""4"", [K1978_79]""2"", [K1978_232]""2"""
sample,MRW,int_disc_misc,,biya 'also',biya,also,"t_result_purp, addit",,,,,,,,,Kofod1978_79_90,
sample,MRW,int_disc_misc,"adv-temp, left-edge",wanim 'when/then',wanim,when/then,t_result_purp,,,,,,,,,Kofod1978_79-80,
sample,MRW,int_disc_misc,,wanigam 'because (of that)',wanigam,because (of that),t_prior_cause,,,,,,,,,Kofod1978_80,
sample,MRW,int_disc_misc,,dhuwayinjdja 'in turn',dhuwayinjdja,in turn,t_result_purp,,,,,,,,,Kofod1978_92_237,
sample,TIW,nfin,sV-RECO,(verbal incorporation),(verbal incorporation),(verbal incorporation),t_simult_circ,no common pivot as well,,,,yes,,,,"Lee1987_163, Wilson2013_159","[L]""4-24"", [W]""344"""
sample,TIW,cjxCla,left-edge,ngini 'COMPR' [+V:IRR],ngini,COMPR,appreh,,,[+V:IRR],,,,,,Lee1987_205,
sample,TIW,cjxCla,left-edge,(locative prepositions),(locative prepositions),(locative prepositions),reference,,,,,,,,,Lee1987_236_298-299,
sample,TIW,cjxCla,left-edge,nginingaji 'like',nginingaji,like,compar_manner,,,,,,,,,Lee1987_241_300-301,
sample,TIW,cjxCla,left-edge,ngintiwu/ngintuwu 'like',ngintuwu,like,compar_manner,,,,,,,,,Lee1987_241_300-301,
sample,TIW,cjxCla,left-edge,pili 'because/so that',pili,because/so that,"t_prior_cause, t_result_purp",,,,,,,,,"Lee1987_241_301-302, Wilson2013_137","[W]""303"""
sample,TIW,int_disc_misc,,ninkiyi/kiyi 'then/and',ninkiyi/kiyi,then/and,"t_result_purp, addit, contr_advers",,,,,,,,,"Lee1987_292, Wilson2013_137","[L]""4-112b"", [L]""6-102"", [W]""302"""
sample,TIW,cjxCla,left-edge,karri 'when',karri,when,t_simult_circ,,,,,,,,,"Lee1987_299-300, Wilson2013_160","[W]""345"""
sample,TIW,nfin,sV-RECO,(orphaned preverbs),(orphaned preverbs),(orphaned preverbs),"complement, t_simult_circ, t_result_purp",,,,,yes,,,,"Lee1987_303_305, Wilson2013_160","[L]""6-127"", ""6-135"", [W]""343"""
sample,WAP,int_disc_misc,,kajika 'POT',kajika,POT,appreh,,,,,,,,,Legate2003,"[S1988]""18"", [S1991]""106"", ""107"", ""207"", [L2003]""5a"":""6b"""
sample,DHG,int_disc_misc,,[V]:ya/:da 'SUB'_[V:SUB],:ya/:da,SUB(<LOC?),cond,cond-ctf,locative case?,,,,,,,Lissarrague2000_150,"[2000]""4-53"""
sample,DHG,nfin,"converb, post-infl",[V](:ni/ti)-kayi [_V:FUT/HORT] 'NMZ-SUB',(:ni/ti)-kayi,NMZ-SUB,cond,"cond-hyp, ...","ablative case, prohibitive with wanha",,,,,,,"Lissarrague2000_177-179, Lissarrague2007_67","[2000]""3-115"", [2000]""4-20"", [2000]""4-53"", [2000]""4-73"", [2000]""4-119"", [2000]""5-30"", [2000]""5-32"":""5-33"", [2000]""5-126"":""5-127"", [2007]""322"":""324"""
sample,DHG,int_disc_misc,,[V]:linj 'FUT',:linj,FUT,appreh,,,,,,,,,Lissarrague2007_44-45,[2000]5-129b
sample,DHG,indepCla,disco-seq,V(:ni/ti)-kal/-tayi/-bukayi/-karrung 'NMLZR',(-ti/ni)-kal,NMLZR,"nominalisations, asp-habit",,,,,,,no,,Lissarrague2007_62-65,"[2007]""297"":""311"""
sample,DHG,cjxPbo,external,[V:TAM]-i 'SIM',-i,SIM,"t_simult_circ, reference, complement",,,,,,,,,Lissarrague2007_65-67,"[2007]""312"":""321"""
sample,DHG,nfin,"converb, post-infl",[V](:ni/ti)-kayi [_V:NFUT] 'NMZ-SUB',(:ni/ti)-kayi,NMZ-SUB,"t_simult_circ, t_prior_cause, reference",,"ablative case, prohibitive with wanha",,,,,,,Lissarrague2007_67-70,"[2007]""330"":""332"", [2007]""333:334"", [2007]""337:341"""
sample,DHG,nfin,"converb, post-infl",[perc/juss_V](:ni/ti)-kayi 'NMZ-SUB',(:ni/ti)-kayi,NMZ-SUB,complement,,"ablative case, prohibitive with wanha",,,,,,,Lissarrague2007_69,"[2007]""335"":""336"""
sample,DHG,nfin,"converb, post-infl",[V](:ni/ti)-gurayi 'NMZ-PURP',(:ni/ti)-gurayi,NMZ-PURP,purpose,,,,,,,,,Lissarrague2007_70-72,"[2007]""342"":""356"""
sample,DHG,cjxCla,"left-edge, fluid",(PRO_)ban 'then/but',ban,then/but,"contr_advers, t_result_purp",,"""then"", ""but"", INSUB",,,,,,,Lissarrague2007_77,"[2007]""393"":""395"""
sample,DHG,cjxCla,"left-edge, fluid",(X_)wa 'and',wa,and,t_result_purp,,"""and"", ""then""",,,,,,,Lissarrague2007_77,"[2007]""396"":""397"""
sample,MUP,nfin,sV-RECO,(inflecting verb omission),(inflecting verb omission),(inflecting verb omission),"t_simult_circ, t_result_phys, complement","comp-perc, temp-simult result-phys",rarer in older people's speech (Mansfield),,,yes,,,,Mansfield2016_416,"[M2016]""40"":""43"", ""51"""
sample,MUP,cjxPbo,external,[V:INFL]-re 'TEMP',-re,TEMP,t_simult_circ,,"temporal phrases (""essive"")",,,,,,,Mansfield2019_181-182,
sample,MUP,int_disc_misc,,=ka 'FOC',=ka,FOC,t_simult_circ,,"focus, ""constituent ending, hesitation marker"" (Mansfield)",,,,,,,Mansfield2019_226,
sample,MUP,cjxCla,left-edge,ngarra 'REL.PRO',ngarra,REL.PRO,"reference, t_simult_circ",,locative phrases,,,,,,,Mansfield2019_3-4,"[M2019]""1-13"""
sample,WAI,nfin,converb,[V]:nyu(-lu) 'SS(-ERG)',:nyu(-lu),SS(-ERG),t_simult_circ,"temp-simult, cause-phys, ref-nom",,,SS,,,,R,Marmion_103-105,"""3-77"", ""3-151"", ""4-75"":""4-77"", ""4-113"""
sample,WAI,nfin,converb,[V]:(rna)ntha(-gi) 'DS(-ALL)',:(rna)ntha(-gi),DS(-ALL),"complement, t_simult_circ, reference","temp-simult, temp-prior, comp-perc, cause-phys, ref-nom",,,DS,,,,R,Marmion_105-109,"""3-49"", ""4-79"":""4-90"""
sample,WAI,nfin,converb,[V]:Cgu 'PURP',:Cgu,PURP,t_result_purp,"purpose, motion, temp-future, result-justif",insub: mod-epist,(O-PURP),x,,,,R,Marmion_109-112,"""3-32"", ""3-35"":""3-36"", ""3-51"", ""4-15"", ""4-19"", ""4-50"", ""4-59"", ""4-91"":""4-100"""
sample,WAI,nfin,converb,[V]:(l)gurda 'APP',:(l)gurda,APP,appreh,"appreh-avert, appreh-incase, appreh-before",insub: appreh-epist,,x,,,,R,Marmion_112-114,"""4-106"":""4-111"""
sample,WAI,nfin,converb,[V]:thanu 'CAUS<ORIGIN',:thanu,ABL,t_prior_cause,"temp-prior, cause-phys",,,x,,,,R,Marmion_114-115,"""4-113"":""4-115"""
sample,GND,int_disc_misc,timeAdverbial,[DEM]-nhingi 'ABL',-nhingi,ABL,"t_result_purp, reference",ref-loc,sentential linker,,,,,,,McGregor1990_145,"""5-129"", ""5-382"", ""5-406"", ""T1-75"""
sample,GND,int_disc_misc,"mood, attitude",[fear_V:^IRR]-woo 'DEF',-woo,DEF,complement,comp-timit,,,,,,,,McGregor1990_223-224_539-544,"""6-304b"""
sample,GND,int_disc_misc,"mood, attitude",[V:^IRR]-woo 'DEF',-woo,DEF,appreh,,,,,,,,,McGregor1990_223-224_539-544,
sample,GND,indepCla,,[sV]:mili 'CHAR',:mili,CHAR,nominalisation,,,,,,head,similar,,McGregor1990_394-395,
sample,GND,indepCla,,[sV]:gali/wali/yali 'GooD.at',:gali/wali/yali,GooD.at,nominalisation,,,,,,head,similar,,McGregor1990_395,
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:wa(-ngga) 'MD(-ERG)',:wa(-ngga),MD(-ERG),"t_simult_circ, compar_manner",adv?,,-ngga 'ERG' [S=S'],S/A=S',yes,,,,McGregor1990_396-397,"""5-276"":""5-280"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:wadda(-ngga) 'MNR(-ERG)',:wadda(-ngga),MNR(-ERG),compar_manner,adv?,,-ngga 'ERG' [S=S'],S/G=S',yes,,,,McGregor1990_397,"""5-281"":""5-283"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:nhingi 'ABL1',:nhingi,ABL1,t_prior_cause,,,,S/G=S'/A',yes,,,,McGregor1990_397-398,"""5-284"":""5-285"""
sample,GND,indepCla,,[sV]:ngaddi 'COMIT',:ngaddi,COMIT,adverbialisation,,,,,,head,similar,,McGregor1990_398,"""5-287"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:jangga 'ABL2',:yangga,ABL2,t_prior_cause,,(one example),,S=G',yes,,,,McGregor1990_398,"""5-286"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:goo/woo 'DAT' [+O/X-DAT],:goo/woo,DAT,"complement, t_result_purp",comp-juss/desid/eval/purpose,insub; mod-ability,+O/X-DAT,"S/A/O=S'/A', one DS example",yes,,,,McGregor1990_399-405,"""5-288"":""5-314"""
sample,GND,nfin,sV-CVBZ (sui generis),[perc_sV]:goowaya 'PROGLOC',:goowaya,PROGLOC,complement,comp-perc,,[perc_,O=S',yes,,,,McGregor1990_405-407,"""5-317"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:goowaya 'PROGLOC',:goowaya,PROGLOC,t_simult_circ,,,,"S/A/O=S', DS",yes,,,,McGregor1990_405-407,"""5-318"":""5-321"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:ya/ja 'LOC',:ya/ja,LOC,compar_manner,,,,SS,yes,,,,McGregor1990_405-407,"""5-315"":""5-316"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:bari 'INF1',:bari,INF1,"t_simult_circ, compar_manner",,,,S/A/O=S',yes,,,,McGregor1990_407,"""5-322"":""5-324"", ""5-335"""
sample,GND,nfin,sV-CVBZ (sui generis),[sV]:mawoo(-ngga) 'INF2(-ERG)',:mawoo(-ngga),INF2(-ERG),"t_simult_circ, compar_manner","""accomplishment"" clauses",,-ngga 'ERG' [S=,S/G=A'/O',yes,,,,McGregor1990_408-411,"""5-325"":""5-334"""
sample,GND,int_disc_misc,,miga(-ya) 'like.that(-LOC)',miga,like.that(-LOC),"compar_manner, t_simult_circ",,,(-ya 'LOC'),,,,,,McGregor1990_429,"""5-386"", ""5-407"""
sample,GND,int_disc_misc,mood,[(V:IRR-POT)_sV]:ja[:PRES/FUT/IRR] 'SJV',:ja,SJV,cond,,,,,,,,,McGregor1990_431-435_555-554,
sample,GND,cjxCla,left-edge,booji 'if',booji,if,cond,,(rare),,,,,,,McGregor1990_432,"""5-399"""
sample,GND,int_disc_misc,mood,[sV]:ala/gila 'FACT',:ala/gila,FACT,"reference, t_simult_circ",,,,,,,,,McGregor1990_437-442_554-556,
sample,GND,int_disc_misc,timeAdverbial,[X]-rni 'SEQ',-rni,SEQ,t_result_purp,,,,,,,,,McGregor1990_457-459,"""5-383"", ""5-384"", ""5-393"""
sample,GND,cjxCla,left-edge,jaddi 'if',jaddi,if,cond,,(two non-clausal examples with marlami 'nothing'; 'if not'),,,,,,,McGregor1990_492_547,"""6-129"", ""6-299"""
sample,GND,int_disc_misc,mood,[V:FUT]-nyji 'DESID',-nyji,DESID,t_result_purp,,desid,,,,,,,McGregor1990_530-532,
sample,GND,int_disc_misc,mood,[V:IRR]-rni 'POT',-rni,POT,?,,,,,,,,,McGregor1990_532-539,
sample,NYL,cjxCla,left-edge,(interrogatives),(interrogatives),(interrogatives),complement,,,,,,,,,McGregor2011_138_657,"""4-60"":""4-63"""
sample,NYL,int_disc_misc,external,ngka:[V] 'FUT',ngka:,FUT,cond,,,,,,,,,McGregor2011_283-291,"""7-45"", ""7-46"", ""7-48"", ""13-44"""
sample,NYL,int_disc_misc,,nyanangkarr 'maybe',nyanangkarr,maybe,disjunct,,mod-epist,,,,,,,McGregor2011_362-363,"""9-89"""
sample,NYL,int_disc_misc,,aa 'and',aa,and,addit,,,,,,,,,McGregor2011_393-395,"""9-218"":""9-220"""
sample,NYL,int_disc_misc,,aa-kung 'and-ABL3',aa-kung,and-ABL3,t_result_purp,,,,,,,,,McGregor2011_395,"""9-224"""
sample,NYL,int_disc_misc,,akal 'and',akal,and,addit,,,,,,,,,McGregor2011_395-396,
sample,NYL,int_disc_misc,,man 'but',man,but,"t_result_purp, contr_advers",,,,,,,,,McGregor2011_396-397,"""9-230"":""9-232"", ""9-233"":""9-235"", ""9-236"", ""13-10"""
sample,NYL,cjxPbo,"external, sV-CVBZ",[desid_V:infin]-uk 'LOC',-uk,LOC,complement,,,,x,yes,,,,McGregor2011_645-648,
sample,NYL,cjxPbo,"external, sV-CVBZ",[sV|V:INFIN]-ngga 'ERG',-ngga,ERG,t_simult_circ,,,,SS,yes,,,,McGregor2011_645-648_650,"""13-1"", ""13-2"""
sample,NYL,cjxPbo,"external, sV-CVBZ",[sV|V:INFIN]-ung 'ALL',-ung,ALL,"complement, t_result_purp",,,,"SS, O=S'",yes,,,,McGregor2011_645-648_674-675_698,"""13-119"", ""13-120"""
sample,NYL,cjxPbo,"external, sV-CVBZ",[sV|V:INFIN]-jun 'ABL1',-jun,ABL1,"t_prior_cause, compar_manner",,,,x,yes,,,,McGregor2011_645-648_675,"""13-69"", ""13-81"""
sample,NYL,nfin,infinitive,ma:[V]:Vn 'infin',ma::Vn,infin,"reference, complement",,,,"SS, O=S'",yes,,,,McGregor2011_645-648_698,"""13-118"""
sample,NYL,int_disc_misc,mood,la:[V] 'IRR',la:,IRR,"cond, appreh",,,,,,,,,McGregor2011_658,"""13-25"":""13-26"""
sample,NYL,cjxPbo,external,[V:INFL]-uk 'LOC',-uk,LOC,"t_simult_circ, t_prior_cause",realised,,,x,,,,,McGregor2011_661-663,"""13-30"":""13-37"", ""13-42"""
sample,NYL,cjxPbo,external,[V:IRR]-karr 'TEM',-karr,TEM,"cond, appreh","unrealised, less realised",,,x,,,,,McGregor2011_663-666,"""13-38"", ""13-43"":""13-45"", ""13-47"":""13-48"""
sample,NYL,cjxPbo,external,[V:INFL]-karr 'TEM',-karr,TEM,t_simult_circ,"unrealised, less realised",,,x,,,,,McGregor2011_663-666,"""13-39"":""13-40"", ""13-46"""
sample,NYL,cjxPbo,external,[V:INFL]-ngirr 'SEM',-ngirr,SEM,compar_manner,,,,?,,,,,McGregor2011_666-667,"""13-49"""
sample,NYL,cjxPbo,external,[V:INFL]-kung 'ABL3',-kung,ABL3,t_simult_circ,,,,x,,,,,McGregor2011_667,"""13-50"""
sample,NYL,cjxPbo,external,[V:INFL]-djer 'SUB',-djer,SUB,"reference, t_simult_circ, t_prior_cause",,,,x,,,,,"McGregor2011_667-668, 670","""13-51"":""13-54"", ""13-60"":""13-64"""
sample,NYL,cjxPbo,external,[V:INFL]-ngirr 'APP',-ang,APP,t_result_purp,,,,SS,,,,,McGregor2011_668-669_675,"""13-55"":""13-57"""
sample,NYL,cjxPbo,"external, sV-CVBZ",[sV/V:INFIN]-uk 'LOC',-uk,LOC,"t_simult_circ, t_prior_cause",,,,x,yes,,,,McGregor2011_674,"""13-75"", ""13-76"""
sample,NDJ,cjxCla,left-edge,kómalakka 'otherwise',kómalakka,otherwise,appreh,,,,,,,,,McKay2000_225-226,"""60"""
sample,NDJ,int_disc_misc,,[V]:AVERS,AVERS,AVERS,"appreh, cond",,"epistemic, avertive",,,,,,,McKay2000_225-226,"""59"":""60"""
sample,NDJ,cjxCla,left-edge,njana 'and/then/but/because',njana,and/then/but/because,"t_simult_circ, t_prior_cause, t_result_purp, t_result_purp, addit, contr_advers",,,,,,,,,McKay2000_305,"""145"", ""155"", ""173"":""176"""
sample,NDJ,int_disc_misc,left-edge,yaláwa 'all right/then',yaláwa,then,t_result_purp,,,,,,,,,McKay2000_306,"""175"", ""177"", ""178"", ""179"""
sample,NDJ,cjxCla,left-edge,karrabba 'and',karrabba,and,addit,,,,,,,,,McKay2000_306-307,"""172"", ""180"":""184"""
sample,NDJ,cjxPbo,external,[V:INFL]-bba 'EXTENT>HAB',-bba,EXTENT>HAB,t_simult_circ,,,,,,,,,McKay2000_308,"""186"":""188"""
sample,NDJ,int_disc_misc,,ka:['like'/'show'_V] 'IRR',ka:,IRR,complement,,,,,,,,,McKay2000_309,"""192"":""193"""
sample,NDJ,int_disc_misc,,ka:[V] 'IRR',ka:,IRR,"cond, t_simult_circ",,,,,,,,,McKay2000_312,"""191"", ""199"":""200"", ""205"":""206"""
sample,BLN,int_disc_misc,discoStructure,[X]-barla/warla 'FOC',-barla/warla,FOC,t_result_purp,,,,,,,,,MeakinsNordlinger2014_400-403,"""1221"":""1230"""
sample,BLN,int_disc_misc,discoStructure,na 'FOC',na,FOC,contr_advers,,,,,,,,,MeakinsNordlinger2014_403-405_422-423,"""1238"", ""1315"""
sample,BLN,int_disc_misc,,marri(ga) 'BUT',marri(ga),BUT,contr_advers,,,,,,,,,MeakinsNordlinger2014_410,"""1263"", ""1264"""
sample,BLN,cjxCla,left-edge,nyamu 'REL' [+X-DUB+V:POT/PSTIRR],nyamu,REL,cond,,,[+X-DUB+V:POT/PSTIRR],,,,,,MeakinsNordlinger2014_414-417,"""1282"":""1288"""
sample,BLN,cjxCla,left-edge,nyamu 'REL',nyamu,REL,"reference, t_simult_circ",,,,,,,,,MeakinsNordlinger2014_414-417,"""1288"":""1291"", ""1292"":""1295"""
sample,BLN,cjxCla,left-edge,bala 'CONS',bala,CONS,t_result_purp,,,,,,,,,MeakinsNordlinger2014_418-419,"""1296"":""1300"""
sample,BLN,int_disc_misc,"mood, attitude",ngaja 'ADMON' [+V:POT],ngaja,ADMON,appreh,,,[+V:POT],,,,,,MeakinsNordlinger2014_419-422,"""1301"":""1313"""
sample,BLN,cjxCla,left-edge,jumaji 'CAUS',jumaji,CAUS,t_prior_cause,,,,,,,,,MeakinsNordlinger2014_420-422,"""1309"":""1313"""
sample,BLN,int_disc_misc,discoStructure,an 'and',an,and,t_result_purp,,,,,,,,,MeakinsNordlinger2014_422,"""1314"""
sample,BLN,int_disc_misc,mood,[V]:rru/:nggu 'POT',:rru/:nggu,POT,t_result_purp,,,,,,,,,MeakinsNordlinger2014_424,"""1321"", ""1322"""
sample,BLN,nfin,sV-CVBZ,[sV|V:INFIN]-gu 'DAT>PURP',-gu,DAT>PURP,t_result_purp,,,,"SS, O=S'",yes,,,,MeakinsNordlinger2014_425-432,"""1327"":""1330"""
sample,BLN,nfin,sV-CVBZ,[perc_sV|V:INFIN]-gula 'LOC',-gula,LOC,complement,,,[perc_,,yes,,,,MeakinsNordlinger2014_425-432,"""1346"",""1349"""
sample,BLN,nfin,sV-CVBZ,[sV|V:INFIN]-jirri 'ALL',-jirri,ALL,"reference, complement, t_simult_circ, compar_manner",,,,nS=S',yes,,,,MeakinsNordlinger2014_428-430,"""1339"": ""1342"", ""1345"""
sample,BLN,nfin,sV-CVBZ,[perc_sV|V:INFIN]-jirri 'ALL',-jirri,ALL,complement,,,[perc_,,yes,,,,MeakinsNordlinger2014_428-430,"""1337"", ""1338"", ""1343"", ""1344"""
sample,BLN,nfin,sV-CVBZ,[sV|V:INFIN]-gula 'LOC',-gula,LOC,"reference, t_simult_circ, compar_manner",,,,"mostly SS, A=S', nS=S' also attested",yes,,,,MeakinsNordlinger2014_430-431,"""1331"":""1336"", ""1347"":""1348"", ""1350"""
sample,BLN,nfin,sV-CVBZ,[sV|V:INFIN]-nginyi 'SOU',-nginyi,SOU,t_prior_cause,,,,both SS / nS=S',yes,,,,MeakinsNordlinger2014_431-432,"""1351"":""1353"""
sample,MYI,nfin,sV-CVBZ,[sV/V:NMZ]-wu/gu 'PURP',-wu/gu,PURP,t_result_purp,,,,,yes,,,,Merlan1989_10-11_175-176,
sample,MYI,nfin,sV-CVBZ,rna-[V:NMZ]-wu/gu 'PURP' [+S/O-PURP],rna--wu/gu,PURP,t_result_purp,,,+S/O-PURP,"O=S', S/A=S/A'",yes,,,,Merlan1989_11,
sample,MYI,nfin,sV-CVBZ,[sV/V:NMZ]-gana 'ABL',-gana,ABL,t_prior_cause,,,,,yes,,,,Merlan1989_11-12,
sample,MYI,cjxPbo,"external, sV-CVBZ",[V:NMZ]-gana 'ABL',-gana,ABL,t_prior_cause,,,,,yes,,,,Merlan1989_12,
sample,MYI,int_disc_misc,,barlaga 'before',barlaga,before,"appreh, t_result_purp",,,,,,,,,Merlan1989_147,
sample,MYI,int_disc_misc,,wuray 'later',wuray,later,"appreh, t_result_purp",,,,,,,,,Merlan1989_147,
sample,MYI,cjxPbo,external,wa-[V:INFL] 'Sub',wa-,Sub,"reference, complement, t_simult_circ",,,,,,,,,Merlan1989_15-16_22_100,
sample,MYI,cjxPbo,external,[V:INFL]-wu 'DESID/INT' [(+X-Foc)],-wu,DESID/INT,cond,,,(+X-Foc),,,,,,Merlan1989_22_100,
sample,MYI,int_disc_misc,,[V:PNeg_V]:PNeg[-DI],PNeg,PNeg,cond,cond-ctf,"past potential, negative with NEG","V:PNeg_, -DI",,,,,,Merlan1989_23,"[M1989_23]""1"", [M1989_23]""2"""
sample,MYI,int_disc_misc,,wardij 'too/again',wardij,too/again,addit,,,,,,,,,Merlan1989_31,
sample,MYI,cjxCla,left-edge,guwaguwa 'just as',guwaguwa,just as,compar_manner,,,,,,,,,Merlan1989_32,
sample,MYI,cjxCla,left-edge,wiriny 'just as/turn',wiriny,just as/turn,compar_manner,,,,,,,,,Merlan1989_32,
sample,MYI,cjxCla,"left-edge, free",garlayjmingan 'in turn',garlayjmingan,in turn,"addit, t_result_purp",,,,,,,,,Merlan1989_32_100,
sample,MYI,int_disc_misc,discoSeq,gana 'so/but',gana,so/but,"t_result_purp, contr_advers",,,,,,,,,Merlan1989_32-33_109,
sample,MYI,int_disc_misc,,malga 'directly/then',malga,directly/then,"appreh, t_result_purp",,,,,,,,,Merlan1989_33,
